sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
"entendemos que essa iniciativa se constitui em avanço no que toca ao ordenamento jurídico nacional , solicito aos nobres pares que apoiem a sua apreciação e aprovação .","['entendemos', 'que', 'essa', 'iniciativa', 'se', 'constitui', 'em', 'avanço', 'no', 'que', 'toca', 'ao', 'ordenamento', 'jurídico', 'nacional', ',', 'solicito', 'aos', 'nobres', 'pares', 'que', 'apoiem', 'a', 'sua', 'apreciação', 'e', 'aprovação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,entender iniciativa constituir avanço tocar ordenamento jurídico nacional solicitar nobre par apoiar apreciação aprovação,entend inici constitu avanç toc orden juríd nacion solicit nobr par apoi apreci aprov,1344
"os casos de empate entre as votações obtidas por distintas candidaturas em eleições proporcionais não são , naturalmente , significativos percentualmente .","['os', 'casos', 'de', 'empate', 'entre', 'as', 'votações', 'obtidas', 'por', 'distintas', 'candidaturas', 'em', 'eleições', 'proporcionais', 'não', 'são', ',', 'naturalmente', ',', 'significativos', 'percentualmente', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENTO', 'I-EVENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,1,caso empate votação obter distinto candidatura eleição proporcional naturalmente significativo percentualmente,cas empat vot obt distint candidat ele proporc natur signific percent,1345
( nr ) “ art . 66,"['(', 'nr', ')', '“', 'art', '.', '66']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,nr art 66,nr art 66,1346
"peço , portanto , o apoio dos nobres pares na aprovação desta matéria , de modo a moralizar , de uma vez por todas a relação entre os bancos públicos e a iniciativa privada .","['peço', ',', 'portanto', ',', 'o', 'apoio', 'dos', 'nobres', 'pares', 'na', 'aprovação', 'desta', 'matéria', ',', 'de', 'modo', 'a', 'moralizar', ',', 'de', 'uma', 'vez', 'por', 'todas', 'a', 'relação', 'entre', 'os', 'bancos', 'públicos', 'e', 'a', 'iniciativa', 'privada', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,peço nobre par aprovação matéria modo moralizar banco público iniciativa privado,peç nobr par aprov matér mod moral banc públic inici priv,1347
"em segundo lugar , visa-se permitir às instituições que exijam declarações ou documentos equivalentes de ateste a quitação de débitos para realização de novas matrículas .","['em', 'segundo', 'lugar', ',', 'visa-se', 'permitir', 'às', 'instituições', 'que', 'exijam', 'declarações', 'ou', 'documentos', 'equivalentes', 'de', 'ateste', 'a', 'quitação', 'de', 'débitos', 'para', 'realização', 'de', 'novas', 'matrículas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,visar se permitir instituição exijam declaração documento equivalente ateste quitação débito realização matrícula,visa-s permit institu exij declar document equival atest quit débit realiz matrícul,1348
"art . 2º o § 1º do art . 146 do decreto-lei nº 2.848 , de 7 de dezembro de 1940 – código penal passa a vigorar com a seguinte redação : “ art . 146","['art', '.', '2º', 'o', '§', '1º', 'do', 'art', '.', '146', 'do', 'decreto-lei', 'nº', '2.848', ',', 'de', '7', 'de', 'dezembro', 'de', '1940', '–', 'código', 'penal', 'passa', 'a', 'vigorar', 'com', 'a', 'seguinte', 'redação', ':', '“', 'art', '.', '146']","['O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,0,0,0,0,0,0,art 2º 1º art 146 decreto-lei nº 2.848 7 dezembro 1940 código penal passar vigorar seguinte redação art 146,art 2º 1º art 146 decreto-l nº 2.848 7 dezembr 1940 códig penal pass vigor seguint red art 146,1349
"justificação a lei nº 8.842 , de 4 de janeiro de 1994 , ao instituir a política nacional do idoso , criou os conselhos nacional , estaduais , do distrito federal e municipais dos direitos do idoso , que participarão da coordenação da referida política nas respectivas esferas de governo , em conjunto com a pasta responsável pela assistência e promoção social da pessoa idosa .","['justificação', 'a', 'lei', 'nº', '8.842', ',', 'de', '4', 'de', 'janeiro', 'de', '1994', ',', 'ao', 'instituir', 'a', 'política', 'nacional', 'do', 'idoso', ',', 'criou', 'os', 'conselhos', 'nacional', ',', 'estaduais', ',', 'do', 'distrito', 'federal', 'e', 'municipais', 'dos', 'direitos', 'do', 'idoso', ',', 'que', 'participarão', 'da', 'coordenação', 'da', 'referida', 'política', 'nas', 'respectivas', 'esferas', 'de', 'governo', ',', 'em', 'conjunto', 'com', 'a', 'pasta', 'responsável', 'pela', 'assistência', 'e', 'promoção', 'social', 'da', 'pessoa', 'idosa', '.']","['O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,0,0,0,0,0,0,justificação lei nº 8.842 4 janeiro 1994 instituir política nacional idoso criar conselho nacional estadual distrito federal municipal direito idoso participar coordenação referir político respectivo esfera governo conjunto pasta responsável assistência promoção social pessoa idoso,justific lei nº 8.842 4 jan 1994 institu polít nacion idos cri conselh nacion estad distrit feder municip direit idos particip coorden refer polít respec esf govern conjunt past respons assist promoç soc pesso idos,1350
"§ 4º o atendimento a que se referem o caput e o § 1º deste artigo deve ser oferecido em formatos acessíveis , inclusive com a utilização de outros meios de comunicação .","['§', '4º', 'o', 'atendimento', 'a', 'que', 'se', 'referem', 'o', 'caput', 'e', 'o', '§', '1º', 'deste', 'artigo', 'deve', 'ser', 'oferecido', 'em', 'formatos', 'acessíveis', ',', 'inclusive', 'com', 'a', 'utilização', 'de', 'outros', 'meios', 'de', 'comunicação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,4º atendimento referir caput 1º artigo oferecer formato acessível utilização meio comunicação,4º atend ref caput 1º artig oferec format acess utiliz mei comunic,1351
"no entanto , alinho-me ao pensamento de que toda lei deve abrigar o princípio da razoabilidade para assegurar seu cumprimento .","['no', 'entanto', ',', 'alinho-me', 'ao', 'pensamento', 'de', 'que', 'toda', 'lei', 'deve', 'abrigar', 'o', 'princípio', 'da', 'razoabilidade', 'para', 'assegurar', 'seu', 'cumprimento', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,entanto alinho-me pensamento lei abrigar princípio razoabilidade assegurar cumprimento,entant alinho-m pens lei abrig princípi razoabil assegur cumpr,1352
"são paulo : atlas , 2015 , p . 628","['são', 'paulo', ':', 'atlas', ',', '2015', ',', 'p', '.', '628']","['B-LOCAL', 'I-LOCAL', 'O', 'B-ORGANIZACAO', 'O', 'B-DATA', 'O', 'O', 'O', 'O']",0,1,1,0,0,1,0,Paulo atlas 2015 p 628,paul atl 2015 p 628,1353
art . 6 ° - esta lei entra em vigor na data de sua publicação .,"['art', '.', '6', '°', '-', 'esta', 'lei', 'entra', 'em', 'vigor', 'na', 'data', 'de', 'sua', 'publicação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 6 ° lei entrar vigor data publicação,art 6 ° lei entr vig dat public,1354
o congresso nacional deve avaliar se a decisão não se deve estender ao regime representativo brasileiro como um todo .,"['o', 'congresso', 'nacional', 'deve', 'avaliar', 'se', 'a', 'decisão', 'não', 'se', 'deve', 'estender', 'ao', 'regime', 'representativo', 'brasileiro', 'como', 'um', 'todo', '.']","['O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,1,0,0,0,0,congresso nacional avaliar decisão estender regime representativo brasileiro,congress nacion avali decis estend regim represent brasil,1355
"projeto de lei nº , de 2019 ( do sr. hugo motta ) acrescenta artigo à consolidação das leis do trabalho ( clt ) , aprovada pelo decreto-lei nº 5.452 , de 1º de maio de 1943 , para permitir que o acordo extrajudicial seja celebrado por escritura pública , prescindindo da homologação judicial .","['projeto', 'de', 'lei', 'nº', ',', 'de', '2019', '(', 'do', 'sr.', 'hugo', 'motta', ')', 'acrescenta', 'artigo', 'à', 'consolidação', 'das', 'leis', 'do', 'trabalho', '(', 'clt', ')', ',', 'aprovada', 'pelo', 'decreto-lei', 'nº', '5.452', ',', 'de', '1º', 'de', 'maio', 'de', '1943', ',', 'para', 'permitir', 'que', 'o', 'acordo', 'extrajudicial', 'seja', 'celebrado', 'por', 'escritura', 'pública', ',', 'prescindindo', 'da', 'homologação', 'judicial', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'O', 'O', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,1,0,1,0,0,0,projeto lei nº 2019 sr. Hugo Motta acrescentar artigo consolidação lei trabalho clt aprovar decreto-lei nº 5.452 1º maio 1943 permitir acordo extrajudicial ser celebrar escritura público prescindir homologação judicial,projet lei nº 2019 sr. hug mott acrescent artig consolid lei trabalh clt aprov decreto-l nº 5.452 1º mai 1943 permit acord extrajudic sej celebr escrit públic prescind homolog judic,1356
"sala da comissão , em de de 2019 .","['sala', 'da', 'comissão', ',', 'em', 'de', 'de', '2019', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O']",0,1,0,0,0,0,0,sala comissão 2019,sal comiss 2019,1357
deputado hugo motta 5 2011 _ 361,"['deputado', 'hugo', 'motta', '5', '2011', '_', '361']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'O', 'B-DATA', 'O', 'O']",0,1,0,2,0,0,0,deputado hugo Motta 5 2011 361,deput hug mott 5 2011 361,1358
"l ) os que , servidores públicos , estatutários ou não , dos órgãos ou entidades da administração direta ou indireta da união , dos estados , do distrito federal , dos municípios e dos territórios , inclusive das fundações mantidas pelo poder público , não se afastarem no prazo de três dias a partir da aprovação de sua candidatura na convenção partidária respectiva , garantido o direito à percepção dos seus vencimentos integrais ; . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ” .","['l', ')', 'os', 'que', ',', 'servidores', 'públicos', ',', 'estatutários', 'ou', 'não', ',', 'dos', 'órgãos', 'ou', 'entidades', 'da', 'administração', 'direta', 'ou', 'indireta', 'da', 'união', ',', 'dos', 'estados', ',', 'do', 'distrito', 'federal', ',', 'dos', 'municípios', 'e', 'dos', 'territórios', ',', 'inclusive', 'das', 'fundações', 'mantidas', 'pelo', 'poder', 'público', ',', 'não', 'se', 'afastarem', 'no', 'prazo', 'de', 'três', 'dias', 'a', 'partir', 'da', 'aprovação', 'de', 'sua', 'candidatura', 'na', 'convenção', 'partidária', 'respectiva', ',', 'garantido', 'o', 'direito', 'à', 'percepção', 'dos', 'seus', 'vencimentos', 'integrais', ';', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '”', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,1,0,0,0,0,l servidor público estatutário órgão entidade administração direto indireto união estado distrito federal município território fundação mantir público afastar prazo dia aprovação candidatura convenção partidário respectivo garantir direito percepção vencimento integral,l serv públic estatut órg entidad administr diret indiret uni est distrit feder municípi territóri fund mant públic afast praz dia aprov candidat convenç partidár respec garant direit percepç venc integr,1359
"há tempos que as entidades representativas empresariais brasileiras vêm buscando soluções , as quais têm se traduzido na adoção de medidas tais como a instituição de cursos de formação , promovidos pela iniciativa privada ou , por outro lado , na apresentação de reivindicação quanto à adoção de políticas governamentais mais positivas e eficazes no sentido de melhorar o quadro de falta de qualificação da mão de obra local , o que tem sido apontado como mais um componente do denominado “ custo brasil ” .","['há', 'tempos', 'que', 'as', 'entidades', 'representativas', 'empresariais', 'brasileiras', 'vêm', 'buscando', 'soluções', ',', 'as', 'quais', 'têm', 'se', 'traduzido', 'na', 'adoção', 'de', 'medidas', 'tais', 'como', 'a', 'instituição', 'de', 'cursos', 'de', 'formação', ',', 'promovidos', 'pela', 'iniciativa', 'privada', 'ou', ',', 'por', 'outro', 'lado', ',', 'na', 'apresentação', 'de', 'reivindicação', 'quanto', 'à', 'adoção', 'de', 'políticas', 'governamentais', 'mais', 'positivas', 'e', 'eficazes', 'no', 'sentido', 'de', 'melhorar', 'o', 'quadro', 'de', 'falta', 'de', 'qualificação', 'da', 'mão', 'de', 'obra', 'local', ',', 'o', 'que', 'tem', 'sido', 'apontado', 'como', 'mais', 'um', 'componente', 'do', 'denominado', '“', 'custo', 'brasil', '”', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,haver tempo entidade representativo empresarial brasileira buscar solução traduzir adoção medida instituição curso formação promover iniciativa privado outro apresentação reivindicação adoção política governamental positivo eficaz sentido melhorar quadro qualificação mão obra ser apontar componente denominado custo Brasil,há temp entidad represent empresar brasil busc soluç traduz adoç med institu curs form promov inici priv outr apresent reivindic adoç polít governament posi eficaz sent melhor quadr qualific mão obr sid apont compon denomin cust brasil,1360
essas modificações podem contribuir para aumentar os recursos financeiros à disposição dos contribuintes .,"['essas', 'modificações', 'podem', 'contribuir', 'para', 'aumentar', 'os', 'recursos', 'financeiros', 'à', 'disposição', 'dos', 'contribuintes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O']",0,0,0,1,0,0,0,modificação contribuir aumentar recurso financeiro disposição contribuinte,modific contribu aument recurs financ dispos contribuint,1361
"o congresso nacional decreta : art . 1º esta lei altera o art . 28 da lei nº 9.096 , de 19 de setembro de 1995 , para criar hipótese de cancelamento do registro civil e do estatuto do partido político que , comprovadamente , tenha atuado como organização criminosa , possua vínculo com organização ou facção criminosa ou que tenha se beneficiado de atividades criminosas .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'esta', 'lei', 'altera', 'o', 'art', '.', '28', 'da', 'lei', 'nº', '9.096', ',', 'de', '19', 'de', 'setembro', 'de', '1995', ',', 'para', 'criar', 'hipótese', 'de', 'cancelamento', 'do', 'registro', 'civil', 'e', 'do', 'estatuto', 'do', 'partido', 'político', 'que', ',', 'comprovadamente', ',', 'tenha', 'atuado', 'como', 'organização', 'criminosa', ',', 'possua', 'vínculo', 'com', 'organização', 'ou', 'facção', 'criminosa', 'ou', 'que', 'tenha', 'se', 'beneficiado', 'de', 'atividades', 'criminosas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,congresso nacional decretar art 1º lei alterar art 28 lei nº 9.096 19 setembro 1995 criar hipótese cancelamento registro civil estatuto partido político comprovadamente ter atuar organização criminoso possua vínculo organização facção criminoso ter beneficiar atividade criminoso,congress nacion decret art 1º lei alt art 28 lei nº 9.096 19 setembr 1995 cri hipótes cancel registr civil estatut part polít comprovad tenh atu organiz crimin possu víncul organiz facç crimin tenh benefici ativ crimin,1362
"decorrido o prazo mencionado no § 1º deste artigo , sem decisão definitiva do órgão competente , fica a prestadora autorizada , em caráter precário , a realizar a instalação em conformidade com as condições definidas no requerimento de instalação","['decorrido', 'o', 'prazo', 'mencionado', 'no', '§', '1º', 'deste', 'artigo', ',', 'sem', 'decisão', 'definitiva', 'do', 'órgão', 'competente', ',', 'fica', 'a', 'prestadora', 'autorizada', ',', 'em', 'caráter', 'precário', ',', 'a', 'realizar', 'a', 'instalação', 'em', 'conformidade', 'com', 'as', 'condições', 'definidas', 'no', 'requerimento', 'de', 'instalação']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,decorrer prazo mencionar 1º artigo decisão definitivo órgão competente ficar prestadora autorizar caráter precário realizar instalação conformidade condição definir requerimento instalação,decorr praz mencion 1º artig decis defini órg compet fic prest autor carát prec realiz instal conform cond defin requer instal,1363
"§ 2º a progressão de regime , no caso dos condenados aos crimes previstos neste artigo , dar-se-á após o cumprimento de 7 / 10 ( sete décimos ) da pena , se o apenado for primário , e de 4 / 5 ( quatro quintos ) , se reincidente . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ”","['§', '2º', 'a', 'progressão', 'de', 'regime', ',', 'no', 'caso', 'dos', 'condenados', 'aos', 'crimes', 'previstos', 'neste', 'artigo', ',', 'dar-se-á', 'após', 'o', 'cumprimento', 'de', '7', '/', '10', '(', 'sete', 'décimos', ')', 'da', 'pena', ',', 'se', 'o', 'apenado', 'for', 'primário', ',', 'e', 'de', '4', '/', '5', '(', 'quatro', 'quintos', ')', ',', 'se', 'reincidente', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '”']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,2º progressão regime caso condenado crime prever artigo dar-seze- cumprimento 7 10 décimo pena apenado primário 4 5 quinto reincidente,2º progress regim cas conden crim previst artig dar-se- cumpr 7 10 déc pen apen prim 4 5 quint reincid,1364
"sob a alegação de exercício ilegal da profissão , shows são interrompidos ; multas são apresentadas tanto aos músicos quanto aos que contratam os seus trabalhos , processos judiciais são interpostos para cobrança de anuidade dos músicos etc .","['sob', 'a', 'alegação', 'de', 'exercício', 'ilegal', 'da', 'profissão', ',', 'shows', 'são', 'interrompidos', ';', 'multas', 'são', 'apresentadas', 'tanto', 'aos', 'músicos', 'quanto', 'aos', 'que', 'contratam', 'os', 'seus', 'trabalhos', ',', 'processos', 'judiciais', 'são', 'interpostos', 'para', 'cobrança', 'de', 'anuidade', 'dos', 'músicos', 'etc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O']",0,0,0,2,0,0,0,alegação exercício ilegal profissão show interrompir multa apresentar músico contratar trabalho processo judicial interpostos cobrança anuidade músico etc,aleg exercíci ileg profiss show interromp mult apresent músic contrat trabalh process judic interpost cobranç anuidad músic etc,1365
os pacotes para os safáris são vendidos no exterior como atração turística e podem custar de 30 a 40 mil dólares .,"['os', 'pacotes', 'para', 'os', 'safáris', 'são', 'vendidos', 'no', 'exterior', 'como', 'atração', 'turística', 'e', 'podem', 'custar', 'de', '30', 'a', '40', 'mil', 'dólares', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,pacote safári vender exterior atração turístico custar 30 40 dólar,pacot safáril vend exteri atr turís cust 30 40 dól,1366
art . 2º os atos promovidos pela comunidade armênia no brasil na data indicada no artigo 1º serão apoiados pela república federativa do brasil .,"['art', '.', '2º', 'os', 'atos', 'promovidos', 'pela', 'comunidade', 'armênia', 'no', 'brasil', 'na', 'data', 'indicada', 'no', 'artigo', '1º', 'serão', 'apoiados', 'pela', 'república', 'federativa', 'do', 'brasil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'O']",0,0,1,0,0,1,0,art 2º ato promover comunidade armênio Brasil data indicar artigo 1º ser apoiar república federativo Brasil,art 2º ato promov comunidad armên brasil dat indic artig 1º ser apoi repúbl feder brasil,1367
